age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan
38,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,41.0,>50 Galleons,82903,81814.40000000001,34,No
25,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Muggle born,Female,40.0,<=50 Galleons,81800,85288.0,23,No
42,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,22978,40631.4,15,No
63,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,45.0,<=50 Galleons,12779,26940.2,20,No
27,Aurors Specialism,Never-married,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,74197,82363.6,21,No
55,Specialism in a magical field,Married,Auror,Half-blood,Female,,<=50 Galleons,52812,71106.6,28,No
43,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,11821,25471.800000000003,18,No
55,Aurors Specialism,Married,Auror,Half-blood,Male,20.0,>50 Galleons,63923,79110.4,40,Yes
59,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,44.0,>50 Galleons,66148,74898.4,39,Yes
44,Aurors Specialism,Married,Wandmaker,Half-blood,Female,40.0,>50 Galleons,50176,58797.8,43,Yes
28,Specialism in a magical field,Never-married,Gringotts Bank,Pureblood,Male,40.0,<=50 Galleons,21737,46653.600000000006,24,Yes
42,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,35.0,<=50 Galleons,-2006,17223.2,18,No
44,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,35741,53333.8,23,Yes
24,Hogwarts Graduate,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,26724,37502.2,21,No
19,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,49.0,<=50 Galleons,38974,58325.2,23,No
41,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,68633,78110.4,41,Yes
55,Aurors Specialism,Married,Wandmaker,Half-blood,Male,,>50 Galleons,43985,51356.0,36,Yes
18,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Female,20.0,<=50 Galleons,87815,86828.0,27,No
19,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,25.0,<=50 Galleons,41310,58818.0,23,No
49,Dropout,Married,Other,Half-blood,Male,40.0,<=50 Galleons,62307,73261.6,14,No
32,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,20.0,<=50 Galleons,58562,76442.6,13,Yes
29,Hogwarts Graduate,Married,Gringotts Bank,Pureblood,Female,,<=50 Galleons,70742,77547.6,18,Yes
41,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Female,40.0,>50 Galleons,50630,64278.0,32,Yes
34,Aurors Specialism,Married,Wandmaker,Pureblood,Male,40.0,<=50 Galleons,22668,37174.4,14,Yes
25,Hogwarts Graduate,Married,Auror,Half-blood,Male,60.0,<=50 Galleons,31512,40631.600000000006,22,No
50,Hogwarts Graduate,Widowed,Magical Transportation,Pureblood,Female,40.0,<=50 Galleons,57205,75245.0,23,Yes
51,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,45.0,>50 Galleons,85584,88673.2,36,No
24,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Half-blood,Female,,<=50 Galleons,2384,23486.2,19,No
20,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,60.0,<=50 Galleons,68322,79641.6,13,Yes
45,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,,>50 Galleons,59981,70405.8,37,Yes
38,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,70.0,>50 Galleons,77392,87954.6,42,No
76,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,51607,66945.6,28,No
36,Hogwarts Graduate,Divorced,Wandlore Assistant,Half-blood,Male,43.0,<=50 Galleons,66166,72318.8,19,No
45,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,>50 Galleons,52670,62056.0,42,No
40,Hogwarts Graduate,Married,Magical Transportation,Veiled Heritage,Female,40.0,<=50 Galleons,27449,51000.2,16,No
60,Specialism in a magical field,Widowed,Gringotts Bank,Veiled Heritage,Non-binary,,<=50 Galleons,4484,31619.2,22,No
36,Hogwarts Graduate,Widowed,Potion Ingredients Supplier,Half-blood,Female,40.0,<=50 Galleons,7820,25066.0,19,No
33,Hogwarts Graduate,Married,Other,Half-blood,Female,25.0,<=50 Galleons,76391,79798.8,28,No
40,Hogwarts Graduate,Married,Potioneer,Half-blood,Female,40.0,>50 Galleons,71670,87003.0,42,No
37,Specialism in a magical field,Never-married,Other,Half-blood,Male,46.0,<=50 Galleons,31219,48989.2,23,Yes
18,Dropout,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,28501,49713.8,28,No
53,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Female,,>50 Galleons,54595,73066.0,45,Yes
20,Specialism in a magical field,Never-married,Other,Half-blood,Male,30.0,<=50 Galleons,18795,32737.0,24,Yes
30,Specialism in a magical field,Divorced,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,58023,62040.4,16,Yes
41,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,42922,62027.6,20,No
22,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,25.0,<=50 Galleons,32268,43698.4,26,No
19,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,4.0,<=50 Galleons,77840,83827.0,15,No
25,Dropout,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,31286,40683.8,16,No
74,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,20.0,<=50 Galleons,77548,89094.4,-10000,No
71,Hogwarts Graduate,Widowed,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,78458,78667.4,20,No
68,Hogwarts Graduate,Married,Other,Half-blood,Male,8.0,>50 Galleons,29607,41834.600000000006,45,No
22,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,30.0,<=50 Galleons,48445,56440.0,15,Yes
33,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,12878,33778.4,18,No
31,Dropout,Never-married,Gringotts Bank,Half-blood,Female,20.0,<=50 Galleons,6886,34697.8,19,No
31,Specialism in a magical field,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,12271,27974.800000000003,18,Yes
36,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,55404,65569.20000000001,22,No
49,Dropout,Never-married,Gringotts Bank,Pureblood,Male,45.0,<=50 Galleons,9733,34511.4,23,Yes
32,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,42.0,>50 Galleons,84113,91248.40000000001,37,Yes
90,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,54822,58933.600000000006,22,No
28,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,70.0,<=50 Galleons,21592,39718.600000000006,19,Yes
20,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,10265,36309.0,17,No
34,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,80074,83468.20000000001,13,Yes
46,Hogwarts Graduate,Divorced,Other,Half-blood,Male,40.0,<=50 Galleons,70517,85372.6,21,No
29,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,74814,85342.20000000001,25,No
48,Aurors Specialism,Married,Auror,Half-blood,Male,60.0,>50 Galleons,25188,38015.4,42,Yes
45,Aurors Specialism,Married,Auror,Half-blood,Male,48.0,>50 Galleons,87122,93444.6,44,Yes
22,Aurors Specialism,Never-married,Magical Shop Owner,Half-blood,Male,20.0,<=50 Galleons,79483,89928.4,18,Yes
24,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,2203,24464.4,19,No
35,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,10968,27972.4,16,Yes
29,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,,<=50 Galleons,27547,38429.600000000006,24,No
42,Specialism in a magical field,Married,Magical Intelligence Agent,Half-blood,Male,,>50 Galleons,37821,51310.8,32,Yes
25,Aurors Specialism,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,23877,38200.600000000006,15,Yes
48,Charms Scholar,Divorced,Auror,Half-blood,Male,63.0,>50 Galleons,68098,80726.4,45,No
35,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,52046,63303.8,24,No
30,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,92901,96438.8,21,No
46,Specialism in a magical field,Separated,Potion Ingredients Supplier,Veiled Heritage,Female,,<=50 Galleons,60445,73031.0,15,No
53,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,72606,79345.8,40,Yes
25,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,1034,22447.2,22,Yes
72,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,10.0,<=50 Galleons,84510,82754.0,25,Yes
70,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,51224,67468.20000000001,44,Yes
23,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,28493,48160.4,33,Yes
65,Aurors Specialism,Widowed,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,84492,89492.6,24,No
51,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,54.0,<=50 Galleons,44339,59854.200000000004,19,No
32,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,50.0,<=50 Galleons,70789,79775.20000000001,27,No
56,Charms Scholar,Married,Magical Librarian,Half-blood,Male,55.0,>50 Galleons,87361,90345.8,30,No
33,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,48.0,<=50 Galleons,39323,49192.4,25,Yes
26,Aurors Specialism,Never-married,Hogwarts Professor,Half-blood,Female,35.0,<=50 Galleons,71362,76065.6,18,No
54,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,60.0,<=50 Galleons,73682,74062.6,28,Yes
24,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,60.0,>50 Galleons,64506,76937.8,30,Yes
25,Hogwarts Graduate,Never-married,Other,Half-blood,Male,45.0,<=50 Galleons,21344,44200.2,25,No
34,Hogwarts Graduate,Never-married,Magical Shop Owner,Pureblood,Female,,<=50 Galleons,30528,40500.4,24,Yes
48,Hogwarts Graduate,Separated,Potioneer,Pureblood,Male,45.0,<=50 Galleons,61426,75500.8,21,Yes
23,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Veiled Heritage,Female,,<=50 Galleons,33870,49126.0,22,No
90,Hogwarts Graduate,Never-married,Other,Half-blood,Male,,<=50 Galleons,75520,86000.0,20,No
30,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,>50 Galleons,77831,91364.8,31,Yes
40,Specialism in a magical field,Divorced,Wandlore Assistant,Half-blood,Male,30.0,>50 Galleons,70642,85844.6,42,Yes
35,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,45.0,>50 Galleons,85068,86671.40000000001,34,No
59,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,28714,51004.2,20,Yes
59,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,39008,59798.4,15,No
39,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,56.0,<=50 Galleons,27013,37126.4,17,No
25,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,60.0,<=50 Galleons,54842,63564.600000000006,13,No
20,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,47578,68006.4,14,No
19,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,82176,95456.8,18,No
51,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,65656,68144.8,37,Yes
51,Aurors Specialism,Widowed,Auror,Half-blood,Male,,<=50 Galleons,21825,33778.0,28,Yes
35,Hogwarts Graduate,Separated,Magizoologist,Half-blood,Female,8.0,<=50 Galleons,50304,64788.200000000004,26,No
24,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,,<=50 Galleons,11190,37089.0,27,Yes
29,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Female,45.0,<=50 Galleons,73709,79975.20000000001,18,No
23,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,60.0,<=50 Galleons,70986,83554.8,26,No
29,Hogwarts Graduate,Married,Magical Shop Owner,Pureblood,Male,40.0,<=50 Galleons,31754,51428.2,24,Yes
37,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,37463,55509.4,23,No
44,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,39561,50188.8,27,Yes
30,Dropout,Married,Magical Transportation,Half-blood,Male,,<=50 Galleons,63377,74810.6,27,No
62,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,50.0,>50 Galleons,41206,56218.8,43,Yes
39,Hogwarts Graduate,Married,Other,Half-blood,Non-binary,40.0,<=50 Galleons,39909,60187.2,13,No
40,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,30.0,<=50 Galleons,88711,100374.8,18,Yes
27,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,7464,28426.2,23,No
64,Hogwarts Graduate,Widowed,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,85936,93585.8,25,No
42,Aurors Specialism,Divorced,Dark Forces Defense Consultant,Half-blood,Female,45.0,<=50 Galleons,24831,48285.8,13,No
17,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Female,4.0,<=50 Galleons,19210,43327.0,17,No
48,Hogwarts Graduate,Widowed,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,30080,46346.0,15,No
56,Hogwarts Graduate,Never-married,Wandmaker,Half-blood,Female,45.0,<=50 Galleons,52481,67214.8,-10000,No
24,Hogwarts Graduate,Divorced,Potion Ingredients Supplier,Half-blood,Male,50.0,<=50 Galleons,57217,73589.6,24,Yes
48,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,70858,80231.4,34,Yes
41,Aurors Specialism,Married,Potioneer,Half-blood,Male,,>50 Galleons,57981,62891.8,43,Yes
31,Aurors Specialism,Married,Auror,Half-blood,Male,55.0,>50 Galleons,65771,70046.8,40,Yes
41,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,50.0,>50 Galleons,72869,81510.20000000001,36,Yes
23,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,55.0,<=50 Galleons,26988,48788.4,28,No
21,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Female,24.0,<=50 Galleons,10092,34436.6,17,No
43,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,87524,94784.2,22,Yes
60,Hogwarts Graduate,Married,Other,Half-blood,Male,45.0,>50 Galleons,98653,97385.40000000001,41,No
68,Aurors Specialism,Married,Gringotts Bank,Half-blood,Male,16.0,<=50 Galleons,15666,40414.8,18,Yes
28,Specialism in a magical field,Married,Magical Librarian,Half-blood,Male,50.0,>50 Galleons,40131,55902.8,37,Yes
47,Hogwarts Graduate,Separated,Potioneer,Half-blood,Female,40.0,<=50 Galleons,33405,55358.0,27,No
60,Aurors Specialism,Married,Gringotts Bank,Muggle born,Non-binary,45.0,>50 Galleons,71970,81665.0,39,No
30,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Male,48.0,<=50 Galleons,50278,58096.4,17,No
18,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,26.0,<=50 Galleons,54111,65188.8,14,No
22,Specialism in a magical field,Never-married,Other,Pureblood,Female,24.0,<=50 Galleons,88069,94380.2,13,Yes
33,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,18874,32589.2,19,No
41,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Female,,<=50 Galleons,69286,81409.8,18,No
55,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,89630,91939.0,37,Yes
28,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,34598,43906.4,14,No
30,Specialism in a magical field,Married,Magical Librarian,Half-blood,Male,60.0,>50 Galleons,51079,63992.200000000004,44,Yes
38,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,,<=50 Galleons,30315,50800.0,18,No
66,Hogwarts Graduate,Widowed,Hogwarts Professor,Half-blood,Female,16.0,<=50 Galleons,13331,33300.8,27,No
49,Specialism in a magical field,Divorced,Goblin Liaison Officer,Half-blood,Male,,<=50 Galleons,30030,40704.0,20,Yes
50,Aurors Specialism,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,58424,63139.200000000004,30,Yes
21,Dropout,Married,Goblin Liaison Officer,Half-blood,Female,,<=50 Galleons,33750,54475.0,23,No
43,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,50.0,>50 Galleons,89055,87483.0,39,Yes
18,Hogwarts Graduate,Never-married,Other,Half-blood,Male,30.0,<=50 Galleons,73246,78864.8,28,No
20,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,50.0,<=50 Galleons,37302,52936.600000000006,19,No
32,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,70.0,>50 Galleons,38961,52349.8,39,Yes
17,Dropout,Never-married,Other,Half-blood,Female,35.0,<=50 Galleons,20451,31768.800000000003,18,No
45,Aurors Specialism,Married,Wandmaker,Half-blood,Male,50.0,>50 Galleons,69510,80918.0,41,Yes
35,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,,<=50 Galleons,76421,84839.8,22,No
39,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,43.0,<=50 Galleons,48421,67059.8,22,Yes
39,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Female,40.0,<=50 Galleons,54303,62422.4,15,No
46,Aurors Specialism,Married,Auror,Half-blood,Male,60.0,>50 Galleons,52466,57833.8,38,Yes
25,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,7857,23517.6,28,No
63,Hogwarts Graduate,Married,Other,Half-blood,Male,45.0,<=50 Galleons,61006,68700.8,21,No
40,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,23677,42518.600000000006,16,No
48,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,60440,69074.0,16,No
56,Dropout,Divorced,Magical Transportation,Half-blood,Female,,<=50 Galleons,53271,63281.8,13,No
28,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,38452,56330.600000000006,18,No
33,Hogwarts Graduate,Married,Magical Transportation,Veiled Heritage,Male,40.0,<=50 Galleons,40271,54166.8,-10000,No
40,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,39090,49730.0,16,No
34,Specialism in a magical field,Separated,Potioneer,Half-blood,Male,50.0,>50 Galleons,33177,49081.600000000006,43,Yes
33,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,,<=50 Galleons,45053,54542.4,27,No
35,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,62082,77151.6,25,No
32,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,36119,56940.2,28,No
47,Specialism in a magical field,Separated,Magical Transportation,Half-blood,Female,16.0,<=50 Galleons,77324,82841.20000000001,23,No
35,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,44325,55008.0,32,No
62,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,,>50 Galleons,48766,59428.8,31,Yes
36,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,46779,62320.200000000004,27,No
19,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,,<=50 Galleons,77396,89262.8,14,No
51,Hogwarts Graduate,Divorced,Potion Ingredients Supplier,Pureblood,Female,30.0,<=50 Galleons,37457,48764.600000000006,18,Yes
