,age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan,income_bracket_numeric,number_of_spells_mastered_zscore
601,22,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,33146,53824.8,14,1,0,0.10909603439574182
602,37,Hogwarts Graduate,Married,Hogwarts Professor,Pureblood,Male,40.0,<=50 Galleons,75558,82790.4,25,1,0,0.11850160206055224
603,37,Aurors Specialism,Married,Dark Forces Defense Consultant,Muggle born,Male,55.0,<=50 Galleons,34496,57209.8,24,0,0,0.11764655045466038
604,31,Specialism in a magical field,Married,Potioneer,Half-blood,Male,38.0,>50 Galleons,82662,95964.6,42,1,1,0.13303747936071378
605,30,Aurors Specialism,Never-married,Ministry of Magic Official,Veiled Heritage,Female,40.0,>50 Galleons,26422,43765.600000000006,42,0,1,0.13303747936071378
606,45,Specialism in a magical field,Separated,Other,Half-blood,Female,40.0,<=50 Galleons,20530,44193.0,28,0,0,0.12106675687822781
607,37,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,38968,55794.4,18,1,0,0.11251624081930925
608,28,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,74202,76995.6,22,0,0,0.11593644724287668
609,46,Hogwarts Graduate,Divorced,Other,Half-blood,Male,40.0,<=50 Galleons,3242,31766.6,19,0,0,0.11337129242520111
610,25,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,45.0,<=50 Galleons,80566,91953.8,13,0,0,0.10824098278984998
611,22,Dropout,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,16592,28829.6,16,0,0,0.11080613760752554
612,51,Dropout,Widowed,Other,Half-blood,Male,30.0,<=50 Galleons,72815,83742.0,14,0,0,0.10909603439574182
613,43,Aurors Specialism,Married,Magical Transportation,Half-blood,Male,50.0,>50 Galleons,47911,65114.8,31,1,1,0.12363191169590337
614,53,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,57.0,<=50 Galleons,49669,62414.2,20,0,0,0.11422634403109296
615,30,Hogwarts Graduate,Married,Potion Ingredients Supplier,Half-blood,Male,40.0,>50 Galleons,58479,75823.20000000001,33,0,1,0.12534201490768707
616,19,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Muggle born,Male,40.0,<=50 Galleons,59319,71105.20000000001,16,0,0,0.11080613760752554
617,40,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,50.0,>50 Galleons,71062,79125.6,40,0,1,0.13132737614893006
618,41,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Female,32.0,>50 Galleons,29621,49377.8,33,0,1,0.12534201490768707
619,17,Dropout,Never-married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,34543,49577.4,13,0,0,0.10824098278984998
620,27,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,<=50 Galleons,30833,47417.4,21,0,0,0.11508139563698482
621,38,Specialism in a magical field,Married,Other,Half-blood,Male,30.0,<=50 Galleons,43857,52912.6,22,1,0,0.11593644724287668
622,31,Specialism in a magical field,Never-married,Other,Pureblood,Male,40.0,<=50 Galleons,68084,70155.20000000001,17,1,0,0.11166118921341739
623,20,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,1807,23212.6,17,1,0,0.11166118921341739
624,55,Specialism in a magical field,Divorced,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,8853,33513.4,24,1,0,0.11764655045466038
625,36,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,49972,57751.600000000006,14,0,0,0.10909603439574182
626,38,Aurors Specialism,Married,Gringotts Bank,Half-blood,Male,40.0,>50 Galleons,58086,66059.8,45,1,1,0.13560263417838933
627,25,Specialism in a magical field,Married,Magical Shop Owner,Pureblood,Female,40.0,>50 Galleons,43640,64177.0,33,1,1,0.12534201490768707
628,27,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,40772,62487.600000000006,14,0,0,0.10909603439574182
629,43,Hogwarts Graduate,Married,Other,Half-blood,Male,42.0,>50 Galleons,45007,58190.6,40,1,1,0.13132737614893006
630,47,Hogwarts Graduate,Never-married,Ministry of Magic Official,Pureblood,Female,40.0,<=50 Galleons,61344,69363.20000000001,15,1,0,0.10995108600163368
631,67,Specialism in a magical field,Divorced,Other,Half-blood,Female,24.0,<=50 Galleons,67364,70167.20000000001,22,0,0,0.11593644724287668
632,41,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,75814,88474.20000000001,28,0,0,0.12106675687822781
633,23,Hogwarts Graduate,Never-married,Other,Half-blood,Female,37.0,<=50 Galleons,9341,23109.8,23,0,0,0.11679149884876852
634,30,Specialism in a magical field,Married,Magical Intelligence Agent,Half-blood,Female,25.0,>50 Galleons,54051,59063.8,40,0,1,0.13132737614893006
635,44,Specialism in a magical field,Separated,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,26585,48932.0,14,0,0,0.10909603439574182
636,33,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,92884,102327.2,33,1,1,0.12534201490768707
637,38,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,56614,67402.20000000001,13,0,0,0.10824098278984998
638,40,Hogwarts Graduate,Married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,34628,52734.4,20,0,0,0.11422634403109296
639,48,Dropout,Married,Other,Half-blood,Male,40.0,<=50 Galleons,15920,39142.0,22,0,0,0.11593644724287668
640,37,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,27242,51351.600000000006,28,0,0,0.12106675687822781
641,36,Hogwarts Graduate,Separated,Gringotts Bank,Pureblood,Female,40.0,<=50 Galleons,30235,49157.0,15,1,0,0.10995108600163368
642,33,Hogwarts Graduate,Divorced,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,22000,38750.0,26,0,0,0.11935665366644409
643,56,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,40.0,<=50 Galleons,16071,38993.8,24,0,0,0.11764655045466038
644,49,Specialism in a magical field,Married,Wandmaker,Half-blood,Female,30.0,>50 Galleons,34863,54622.4,42,0,1,0.13303747936071378
645,35,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,71972,83403.6,42,1,1,0.13303747936071378
646,39,Specialism in a magical field,Married,Dark Forces Defense Consultant,Half-blood,Female,24.0,<=50 Galleons,55205,70898.0,27,0,0,0.12021170527233595
647,19,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,503,15697.4,26,1,0,0.11935665366644409
648,20,Specialism in a magical field,Never-married,Wandlore Assistant,Veiled Heritage,Female,40.0,<=50 Galleons,35418,57660.4,13,0,0,0.10824098278984998
649,62,Dropout,Divorced,Other,Half-blood,Male,35.0,<=50 Galleons,31038,52537.4,18,0,0,0.11251624081930925
650,47,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,20.0,<=50 Galleons,55544,72441.20000000001,14,1,0,0.10909603439574182
651,43,Aurors Specialism,Married,Magical Shop Owner,Pureblood,Male,40.0,>50 Galleons,55855,71311.0,44,1,1,0.1347475825724975
652,48,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,60.0,<=50 Galleons,22354,37462.2,20,0,0,0.11422634403109296
653,24,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,74814,74944.20000000001,26,1,0,0.11935665366644409
654,59,Dropout,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,-261,25111.2,23,0,0,0.11679149884876852
655,34,Hogwarts Graduate,Married,Hogwarts Professor,Veiled Heritage,Male,40.0,<=50 Galleons,32194,41872.2,27,0,0,0.12021170527233595
656,41,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Half-blood,Female,40.0,<=50 Galleons,46141,66236.8,16,0,0,0.11080613760752554
657,36,Aurors Specialism,Divorced,Auror,Half-blood,Male,40.0,<=50 Galleons,76886,77767.8,16,1,0,0.11080613760752554
658,22,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,87586,87384.8,14,0,0,0.10909603439574182
659,17,Hogwarts Graduate,Never-married,Other,Half-blood,Male,25.0,<=50 Galleons,10410,28570.0,19,0,0,0.11337129242520111
660,33,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,48956,55295.8,19,0,0,0.11337129242520111
661,45,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,84.0,<=50 Galleons,50733,67422.4,28,0,0,0.12106675687822781
662,58,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,59761,65076.8,21,0,0,0.11508139563698482
663,22,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,54261,70911.8,22,0,0,0.11593644724287668
664,51,Hogwarts Graduate,Married,Gringotts Bank,Pureblood,Male,40.0,>50 Galleons,97045,100706.0,30,1,1,0.12277686009001151
665,28,Hogwarts Graduate,Never-married,Magical Shop Owner,Pureblood,Female,40.0,<=50 Galleons,51000,57574.0,25,1,0,0.11850160206055224
666,45,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,77.0,<=50 Galleons,26682,41304.600000000006,20,0,0,0.11422634403109296
667,32,Specialism in a magical field,Married,Other,Half-blood,Male,55.0,>50 Galleons,59508,67317.4,40,1,1,0.13132737614893006
668,39,Aurors Specialism,Married,Wandmaker,Half-blood,Female,50.0,>50 Galleons,42108,60431.4,34,1,1,0.12619706651357893
669,25,Specialism in a magical field,Never-married,Ministry of Magic Official,Muggle born,Male,40.0,<=50 Galleons,39756,50074.8,13,0,0,0.10824098278984998
670,45,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,40419,50440.2,16,0,0,0.11080613760752554
671,63,Aurors Specialism,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,5017,30528.6,13,1,0,0.10824098278984998
672,38,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,41.0,>50 Galleons,82903,81814.40000000001,34,0,1,0.12619706651357893
673,25,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Muggle born,Female,40.0,<=50 Galleons,81800,85288.0,23,0,0,0.11679149884876852
674,42,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,22978,40631.4,15,0,0,0.10995108600163368
675,63,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,45.0,<=50 Galleons,12779,26940.2,20,0,0,0.11422634403109296
676,27,Aurors Specialism,Never-married,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,74197,82363.6,21,0,0,0.11508139563698482
677,55,Specialism in a magical field,Married,Auror,Half-blood,Female,40.0,<=50 Galleons,52812,71106.6,28,0,0,0.12106675687822781
678,43,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,11821,25471.800000000003,18,0,0,0.11251624081930925
679,55,Aurors Specialism,Married,Auror,Half-blood,Male,20.0,>50 Galleons,63923,79110.4,40,1,1,0.13132737614893006
680,59,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,44.0,>50 Galleons,66148,74898.4,39,1,1,0.1304723245430382
681,44,Aurors Specialism,Married,Wandmaker,Half-blood,Female,40.0,>50 Galleons,50176,58797.8,43,1,1,0.13389253096660564
682,28,Specialism in a magical field,Never-married,Gringotts Bank,Pureblood,Male,40.0,<=50 Galleons,21737,46653.600000000006,24,1,0,0.11764655045466038
683,42,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,35.0,<=50 Galleons,-2006,17223.2,18,0,0,0.11251624081930925
684,44,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,35741,53333.8,23,1,0,0.11679149884876852
685,24,Hogwarts Graduate,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,26724,37502.2,21,0,0,0.11508139563698482
686,19,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,49.0,<=50 Galleons,38974,58325.2,23,0,0,0.11679149884876852
687,41,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,68633,78110.4,41,1,1,0.13218242775482192
688,55,Aurors Specialism,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,43985,51356.0,36,1,1,0.12790716972536265
689,18,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Female,20.0,<=50 Galleons,87815,86828.0,27,0,0,0.12021170527233595
690,19,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,25.0,<=50 Galleons,41310,58818.0,23,0,0,0.11679149884876852
691,49,Dropout,Married,Other,Half-blood,Male,40.0,<=50 Galleons,62307,73261.6,14,0,0,0.10909603439574182
692,32,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,20.0,<=50 Galleons,58562,76442.6,13,1,0,0.10824098278984998
693,29,Hogwarts Graduate,Married,Gringotts Bank,Pureblood,Female,40.0,<=50 Galleons,70742,77547.6,18,1,0,0.11251624081930925
694,41,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Female,40.0,>50 Galleons,50630,64278.0,32,1,1,0.12448696330179522
695,34,Aurors Specialism,Married,Wandmaker,Pureblood,Male,40.0,<=50 Galleons,22668,37174.4,14,1,0,0.10909603439574182
696,25,Hogwarts Graduate,Married,Auror,Half-blood,Male,60.0,<=50 Galleons,31512,40631.600000000006,22,0,0,0.11593644724287668
697,50,Hogwarts Graduate,Widowed,Magical Transportation,Pureblood,Female,40.0,<=50 Galleons,57205,75245.0,23,1,0,0.11679149884876852
698,51,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,45.0,>50 Galleons,85584,88673.2,36,0,1,0.12790716972536265
699,24,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Half-blood,Female,40.0,<=50 Galleons,2384,23486.2,19,0,0,0.11337129242520111
700,20,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,60.0,<=50 Galleons,68322,79641.6,13,1,0,0.10824098278984998
701,45,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,59981,70405.8,37,1,1,0.1287622213312545
702,38,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,70.0,>50 Galleons,77392,87954.6,42,0,1,0.13303747936071378
703,76,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,51607,66945.6,28,0,0,0.12106675687822781
704,36,Hogwarts Graduate,Divorced,Wandlore Assistant,Half-blood,Male,43.0,<=50 Galleons,66166,72318.8,19,0,0,0.11337129242520111
705,45,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,>50 Galleons,52670,62056.0,42,0,1,0.13303747936071378
706,40,Hogwarts Graduate,Married,Magical Transportation,Veiled Heritage,Female,40.0,<=50 Galleons,27449,51000.2,16,0,0,0.11080613760752554
707,60,Specialism in a magical field,Widowed,Gringotts Bank,Veiled Heritage,Non-binary,40.0,<=50 Galleons,4484,31619.2,22,0,0,0.11593644724287668
708,36,Hogwarts Graduate,Widowed,Potion Ingredients Supplier,Half-blood,Female,40.0,<=50 Galleons,7820,25066.0,19,0,0,0.11337129242520111
709,33,Hogwarts Graduate,Married,Other,Half-blood,Female,25.0,<=50 Galleons,76391,79798.8,28,0,0,0.12106675687822781
710,40,Hogwarts Graduate,Married,Potioneer,Half-blood,Female,40.0,>50 Galleons,71670,87003.0,42,0,1,0.13303747936071378
711,37,Specialism in a magical field,Never-married,Other,Half-blood,Male,46.0,<=50 Galleons,31219,48989.2,23,1,0,0.11679149884876852
712,18,Dropout,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,28501,49713.8,28,0,0,0.12106675687822781
713,53,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Female,40.0,>50 Galleons,54595,73066.0,45,1,1,0.13560263417838933
714,20,Specialism in a magical field,Never-married,Other,Half-blood,Male,30.0,<=50 Galleons,18795,32737.0,24,1,0,0.11764655045466038
715,30,Specialism in a magical field,Divorced,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,58023,62040.4,16,1,0,0.11080613760752554
716,41,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,42922,62027.6,20,0,0,0.11422634403109296
717,22,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,25.0,<=50 Galleons,32268,43698.4,26,0,0,0.11935665366644409
718,19,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,4.0,<=50 Galleons,77840,83827.0,15,0,0,0.10995108600163368
719,25,Dropout,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,31286,40683.8,16,0,0,0.11080613760752554
721,71,Hogwarts Graduate,Widowed,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,78458,78667.4,20,0,0,0.11422634403109296
722,68,Hogwarts Graduate,Married,Other,Half-blood,Male,8.0,>50 Galleons,29607,41834.600000000006,45,0,1,0.13560263417838933
723,22,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,30.0,<=50 Galleons,48445,56440.0,15,1,0,0.10995108600163368
724,33,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,12878,33778.4,18,0,0,0.11251624081930925
725,31,Dropout,Never-married,Gringotts Bank,Half-blood,Female,20.0,<=50 Galleons,6886,34697.8,19,0,0,0.11337129242520111
726,31,Specialism in a magical field,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,12271,27974.800000000003,18,1,0,0.11251624081930925
727,36,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,55404,65569.20000000001,22,0,0,0.11593644724287668
728,49,Dropout,Never-married,Gringotts Bank,Pureblood,Male,45.0,<=50 Galleons,9733,34511.4,23,1,0,0.11679149884876852
729,32,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,42.0,>50 Galleons,84113,91248.4,37,1,1,0.1287622213312545
730,90,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,54822,58933.600000000006,22,0,0,0.11593644724287668
731,28,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,70.0,<=50 Galleons,21592,39718.600000000006,19,1,0,0.11337129242520111
732,20,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,10265,36309.0,17,0,0,0.11166118921341739
733,34,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,80074,83468.20000000001,13,1,0,0.10824098278984998
734,46,Hogwarts Graduate,Divorced,Other,Half-blood,Male,40.0,<=50 Galleons,70517,85372.6,21,0,0,0.11508139563698482
735,29,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,74814,85342.20000000001,25,0,0,0.11850160206055224
736,48,Aurors Specialism,Married,Auror,Half-blood,Male,60.0,>50 Galleons,25188,38015.4,42,1,1,0.13303747936071378
737,45,Aurors Specialism,Married,Auror,Half-blood,Male,48.0,>50 Galleons,87122,93444.6,44,1,1,0.1347475825724975
738,22,Aurors Specialism,Never-married,Magical Shop Owner,Half-blood,Male,20.0,<=50 Galleons,79483,89928.4,18,1,0,0.11251624081930925
739,24,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,2203,24464.4,19,0,0,0.11337129242520111
740,35,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,10968,27972.4,16,1,0,0.11080613760752554
741,29,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,27547,38429.600000000006,24,0,0,0.11764655045466038
742,42,Specialism in a magical field,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,37821,51310.8,32,1,1,0.12448696330179522
743,25,Aurors Specialism,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,23877,38200.600000000006,15,1,0,0.10995108600163368
744,48,Charms Scholar,Divorced,Auror,Half-blood,Male,63.0,>50 Galleons,68098,80726.4,45,0,1,0.13560263417838933
